,predRecom,title
5319,Yes,emc review
5320,Yes,good work enviroment
5321,Yes,director
5322,Yes,good
5323,Yes,experience working dell services
5324,Yes,great company legacy emc
5325,Yes,great company work
5326,Yes,good company
5327,Yes,working emc
5328,Yes,great team fluidfs
5329,Yes,nice
5330,Yes,cyber analyst dell emc
5331,Yes,ntt
5332,Yes,overall feedback
5333,Yes,good
5334,Yes,technical lead
5335,Yes,good
5336,Yes,good company solutions transformation underway
5337,Yes,sr analyst
5338,Yes,senior management
5339,Yes,business ops representative
5340,Yes,business analyst
5341,Yes,pam
5342,Yes,good folks bad corporate structure
5343,Yes,great company great site
5344,Yes,best company work
5345,Yes,advisor technical education
5346,Yes,good
5347,Yes,benefits
5348,Yes,analyst
5349,Yes,senior analyst
5350,Yes,best place learn
5351,Yes,thing changing
5352,Yes,good company
5353,Yes,awesome company
5354,Yes,good company work
5355,Yes,customer support executive
5356,No,getting involved emc cork office stay away
5357,Yes,great place work
5358,Yes,good
5359,Yes,good place work
5360,Yes,years dell
5361,Yes,troubled internal systems aging business strategy
5362,Yes,sales led culture
5363,Yes,program manager
5364,Yes,qa engineer
5365,Yes,great people
5366,Yes,dell services
5367,Yes,general feedback
5368,Yes,good company
5369,Yes,consultant
5370,Yes,flexible
5371,Yes,bad
5372,Yes,employee satisfaction
5373,Yes,good place work
5374,Yes,large evolving company lots change
5375,Yes,dell
5376,Yes,work life balance
5377,Yes,dell
5378,Yes,sales ops review
5379,Yes,associate director
5380,Yes,software enigneer
5381,Yes,good place work want settle
5382,Yes,review
5383,Yes,excellent
5384,Yes,great organization work
5385,Yes,tech support
5386,Yes,hr
5387,No,call center
5388,Yes,sr software analyst
5389,Yes,sales
5390,Yes,worked years dell
5391,Yes,inside sales
5392,Yes,support manager
5393,Yes,company overall experience
5394,Yes,good
5395,Yes,since dell took vce
5396,Yes,dell review
5397,Yes,vmware delivery specialist
5398,Yes,dell associate
5399,Yes,good place work
5400,Yes,technical rep
5401,Yes,project manager
5402,Yes,good place work
5403,Yes,sales manager
5404,Yes,great
5405,Yes,project manager
5406,No,work couple years run
5407,Yes,great place work
5408,Yes,sap practice worth
5409,Yes,wyse
5410,Yes,good start fresher
5411,Yes,good place work
5412,Yes,great people lacks software strategy
5413,Yes,great people lacks software strategy
5414,No,jobs boys
5415,No,dont really want fill review
5416,Yes,interview
5417,Yes,staff software develop engnieer
5418,Yes,good
5419,Yes,professional recruitment org
5420,Yes,engineer
5421,Yes,dell
5422,Yes,director
5423,Yes,good company
5424,Yes,nice place work
5425,Yes,software engineer
5426,Yes,job review
5427,Yes,good organization
5428,Yes,future growth
5429,Yes,good place work
5430,Yes,organization culture
5431,Yes,great place people ethos
5432,Yes,solution architect review
5433,Yes,good company work
5434,Yes,svc dev senior assoc
5435,Yes,enterprise server senior analyst
5436,No,uat tester
5437,No,false salary promisesno variable allowance hike scrap projects
5438,Yes,truly dynamic company
5439,Yes,dell review
5440,Yes,good benefits
5441,Yes,internship
5442,Yes,gcm
5443,No,dont take care employee
5444,Yes,delivery specialist
5445,Yes,sr advisor
5446,Yes,great far
5447,Yes,nice company
5448,Yes,great company
5449,Yes,dell
5450,Yes,good place work
5451,Yes,associate principal engineer
5452,Yes,emc employee acquired dell
5453,Yes,network design advisor
5454,Yes,serious work environment
5455,Yes,solution consultant
5456,Yes,good place work exposure
5457,Yes,great emc emc
5458,Yes,review working emc
5459,Yes,heading youth gaming cateogary india consumer business
5460,Yes,review
5461,Yes,salary
5462,Yes,delivery specialist
5463,Yes,practice consultant
5464,Yes,product specialist
5465,Yes,competitive place work
5466,Yes,experience dell
5467,Yes,last interview
5468,Yes,good company nice benefits
5469,Yes,gptw
5470,Yes,working atmosphere
5471,Yes,good company settled person
5472,Yes,qa
5473,Yes,qa
5474,Yes,world
5475,Yes,coompensation
5476,Yes,company work culture
5477,Yes,senior pre sales consultant
5478,Yes,program manager big data analytics
5479,Yes,territory account manager
5480,Yes,nice place upgrade technical skills
5481,Yes,channel marketing manager
5482,Yes,commodity advisor
5483,Yes,principal product manager
5484,Yes,customer support portuguese
5485,Yes,review
5486,Yes,nice company great onsite exposure
5487,Yes,good
5488,Yes,software dev advisor
5489,Yes,good comp
5490,Yes,work
5491,Yes,good salary
5492,Yes,principal engineer
5493,Yes,best place work learn
5494,Yes,flexible change needed
5495,No,working dell malaysia
5496,Yes,great work dell technologies
5497,Yes,good exposure technologies
5498,Yes,good
5499,Yes,things better emc
5500,Yes,hit miss
5501,Yes,good
5502,Yes,great place
5503,Yes,company review
5504,Yes,sr sw eng
5505,Yes,review dell
5506,Yes,good company
5507,Yes,dell emc
5508,Yes,techical support
5509,Yes,great work life balance pay scale competitive
5510,Yes,senior advisor
5511,Yes,sr software analyst
5512,Yes,good place work
5513,Yes,great place work learn
5514,Yes,security operations technician
5515,Yes,salary good fresher
5516,Yes,good lace start career
5517,Yes,software developer
5518,Yes,lot politics
5519,Yes,salary
5520,Yes,great company
5521,Yes,good
5522,Yes,dell services canada
5523,Yes,vmware admin
5524,Yes,good place
5525,Yes,dell
5526,Yes,great company work
5527,Yes,best place wor
5528,No,sinking ship
5529,Yes,enabled ops proc sr rep
5530,Yes,account manager
5531,No,poor management cant innovate
5532,Yes,techno functional consultant
5533,No,end end payroll management
5534,Yes,dell
5535,Yes,application developer specialist
5536,Yes,job
5537,Yes,project manager
5538,Yes,general manager
5539,Yes,good company
5540,Yes,business analysis advisor
5541,Yes,software development manager
5542,Yes,review
5543,Yes,associate manager
5544,Yes,business system advisor
5545,Yes,review
5546,Yes,great place work
5547,Yes,review
5548,Yes,tech support
5549,Yes,mechanical design consultant
5550,Yes,business head
5551,Yes,security advisor
5552,Yes,software engineering manager
5553,Yes,work culture
5554,Yes,productive fun work
5555,Yes,great
5556,Yes,growing need take care employees
5557,Yes,good place work
5558,Yes,great place
5559,Yes,great company
5560,Yes,data analysit
5561,Yes,testing engineer analyst
5562,Yes,marketing manager
5563,Yes,good
5564,Yes,application package analyst
5565,Yes,sales associate
5566,Yes,talent acquisition
5567,Yes,great company work
5568,Yes,good place work
5569,Yes,work life salarys
5570,Yes,networking technologists
5571,Yes,great place work
5572,Yes,dell review
5573,Yes,work culture
5574,Yes,senior advisor
5575,Yes,system security analyst
5576,Yes,sr manager
5577,Yes,dell international services
5578,Yes,good
5579,Yes,java developer
5580,Yes,good
5581,Yes,dell international ltd
5582,Yes,dell services review
5583,Yes,working environment
5584,Yes,fits kind people
5585,Yes,global commodity advisor
5586,Yes,jobs dell
5587,Yes,good company managers
5588,Yes,dell
5589,Yes,dell
5590,Yes,good management less evaluation
5591,Yes,one best companies work
5592,Yes,system integrator advisor
5593,Yes,good experience
5594,Yes,great place
5595,No,biggest career mistake
5596,Yes,best place work
5597,Yes,healthcare analyst
5598,Yes,best option freshers
5599,Yes,good freshers
5600,Yes,dell services employeer
5601,Yes,company services
5602,Yes,testing analyst
5603,Yes,solution architects
5604,Yes,great company
5605,Yes,sales manager
5606,Yes,great place work
5607,Yes,senior business advisor
5608,Yes,review
5609,Yes,worked
5610,Yes,great experience
5611,Yes,great place lots freedom
5612,Yes,amazing place work
5613,Yes,dell services
5614,Yes,awesome
5615,Yes,working life
5616,Yes,project progam management senior advisor
5617,Yes,good company work working years
5618,No,ol
5619,Yes,working dell past yrsit great experience work learn new stuffs
5620,Yes,dell good company
5621,Yes,java developer
5622,Yes,good
5623,Yes,great worklife balance
5624,Yes,good company work
5625,Yes,software
5626,Yes,pmoproject manager
5627,Yes,software development advisor
5628,Yes,great place work
5629,Yes,good place
5630,Yes,dell
5631,Yes,test staff engineer
5632,Yes,good company
5633,Yes,senior software enginner
5634,Yes,great company demanding
5635,Yes,flexible dell culture
5636,Yes,supply chain analyst
5637,Yes,good
5638,Yes,senior analyst
5639,Yes,good
5640,Yes,flexibility openness
5641,Yes,great place work based expect
5642,Yes,great place experienced professionals
5643,No,left emigrate
5644,Yes,company
5645,Yes,good place work
5646,Yes,good work culture
5647,Yes,manager
5648,Yes,management
5649,Yes,project lead
5650,Yes,test engineer
5651,Yes,working applications support
5652,Yes,system associate
5653,Yes,worklife balance
5654,Yes,good place work
5655,Yes,tax manager
5656,Yes,good java developer
5657,Yes,great employer
5658,Yes,working fidelity investments fulltime
5659,Yes,hebrew support represntitve
5660,Yes,good place work
5661,Yes,good
5662,Yes,great place work
5663,Yes,great company going transition
5664,No,former employyer
5665,Yes,good
5666,Yes,network design sr advisor
5667,Yes,great place work
5668,Yes,dell international services
5669,Yes,need take care employees
5670,Yes,good company
5671,Yes,great place work least sales
5672,Yes,sr software engineer
5673,Yes,fulfillment
5674,Yes,dell
5675,Yes,overall review
5676,Yes,awesome place work
5677,Yes,working dell
5678,Yes,good freshers got good project
5679,Yes,good company well defined processes
5680,Yes,incident manager
5681,Yes,great business development role
5682,No,reduction costs bad employees
5683,Yes,work life balance
5684,Yes,work culture
5685,No,good business card
5686,Yes,good pay bad management
5687,Yes,excellent place work
5688,No,engeener
5689,Yes,nice place work good environment
5690,Yes,business analyst
5691,Yes,average work place  opportunities  nice projects nice people
5692,Yes,average work place  opportunities  nice projects nice people
5693,Yes,dell
5694,Yes,cool
5695,Yes,software development advisor
5696,Yes,good organization work
5697,Yes,application support analyst
5698,Yes,review
5699,Yes,ok ok company
5700,Yes,average company work
5701,Yes,stable job hard advance career
5702,Yes,feedback
5703,Yes,good experienced
5704,Yes,good
5705,Yes,controlling
5706,Yes,client technical support
5707,Yes,account manager
5708,Yes,dell international
5709,Yes,dells review
5710,Yes,sr support analyst
5711,Yes,dell employee
5712,Yes,work culture
5713,No,dell box
5714,Yes,anonymous
5715,Yes,client technical support associate
5716,Yes,overall good
5717,Yes,enterprise sr technical support advisor
5718,Yes,dell india
5719,Yes,good interest job
5720,No,poor people management
5721,Yes,software development advisor
5722,Yes,great place
5723,Yes,dell
5724,Yes,benefits dell
5725,Yes,review
5726,Yes,lot work buttering leadmanager get promotionhike
5727,Yes,culture dell
5728,Yes,good freshers
5729,Yes,great place work
5730,Yes,bad pay master employer
5731,Yes,good choice one mid s
5732,Yes,technical analyst senior associate
5733,Yes,good
5734,Yes,good place work
5735,Yes,good experience dell
5736,Yes,depends department
5737,Yes,work
5738,Yes,professionalism within domain
5739,No,less  gov job
5740,Yes,working dell overall good experience
5741,Yes,senior analyst
5742,Yes,good company
5743,No,technologies bought dell
5744,Yes,sr analyst talent acquisition
5745,Yes,good place management happy work
5746,Yes,good enviroment
5747,Yes,good fresher exp people
5748,Yes,good potential needs  changes
5749,Yes,good
5750,Yes,nice work dell
5751,Yes,good people good environment
5752,Yes,great company
5753,Yes,good experience
5754,Yes,csa
5755,Yes,tough rewarding place work
5756,Yes,account manager
5757,Yes,dell
5758,No,disappointing
5759,Yes,around one year dell internationalgood challenging work environment
5760,Yes,good place work good team less promising future
5761,Yes,business analyst
5762,Yes,good working environment
5763,Yes,good work life balance
5764,Yes,great company
5765,Yes,sr manager
5766,Yes,work life balance
5767,Yes,gr place work
5768,Yes,moderate review
5769,Yes,good
5770,Yes,bad management growth oppurtunities
5771,Yes,work dell
5772,Yes,associate
5773,Yes,great round company things improve
5774,Yes,good overall especially personal growth
5775,Yes,mixed one
5776,Yes,nice working environment
5777,Yes,awesome
5778,Yes,good company work
5779,Yes,years dell
5780,Yes,first company
5781,Yes,best beginners
5782,Yes,excellent company drives outcome
5783,Yes,satisfactory great
5784,Yes,good company
5785,Yes,good work life balance opportunities personal growth
5786,Yes,nice company awesome experience far
